,Datetime,Open,High,Low,Close,Volume,Asset
BTC-USD,2024-09-18 19:00:00+00:00,60654.421875,60686.265625,60063.84765625,60063.84765625,1937907712.0,BTC-USD
BTC-USD,2024-09-18 20:00:00+00:00,60062.36328125,60310.2109375,59653.125,60236.59765625,219844608.0,BTC-USD
BTC-USD,2024-09-18 21:00:00+00:00,60252.9921875,60469.25390625,60207.90234375,60244.16796875,123412480.0,BTC-USD
BTC-USD,2024-09-18 22:00:00+00:00,60213.16796875,60678.515625,60213.16796875,60678.515625,306802688.0,BTC-USD
BTC-USD,2024-09-18 23:00:00+00:00,60690.515625,61533.765625,60690.515625,61516.20703125,1284218880.0,BTC-USD
BTC-USD,2024-09-19 00:00:00+00:00,61760.109375,62540.09765625,61760.109375,62227.11328125,3035381760.0,BTC-USD
BTC-USD,2024-09-19 01:00:00+00:00,62232.60546875,62290.4921875,61609.8671875,62007.73046875,1233993728.0,BTC-USD
BTC-USD,2024-09-19 02:00:00+00:00,62017.6328125,62278.4765625,61840.9296875,62205.546875,827203584.0,BTC-USD
BTC-USD,2024-09-19 03:00:00+00:00,62226.46875,62256.08203125,62032.3828125,62104.41015625,0.0,BTC-USD
BTC-USD,2024-09-19 04:00:00+00:00,62119.37109375,62141.2265625,61924.32421875,62102.0625,0.0,BTC-USD
BTC-USD,2024-09-19 05:00:00+00:00,62088.59765625,62180.41796875,61934.578125,62014.91015625,295129088.0,BTC-USD
BTC-USD,2024-09-19 06:00:00+00:00,62014.96875,62140.34375,61861.71875,62025.78515625,405397504.0,BTC-USD
BTC-USD,2024-09-19 07:00:00+00:00,62036.1328125,62171.19140625,61958.16796875,62094.35546875,741679104.0,BTC-USD
BTC-USD,2024-09-19 08:00:00+00:00,62097.58984375,62196.8515625,61906.4765625,61940.19140625,136105984.0,BTC-USD
BTC-USD,2024-09-19 09:00:00+00:00,61938.8125,62341.9453125,61918.44140625,62264.02734375,0.0,BTC-USD
BTC-USD,2024-09-19 10:00:00+00:00,62286.41796875,62657.3671875,62286.41796875,62345.265625,0.0,BTC-USD
BTC-USD,2024-09-19 11:00:00+00:00,62339.3828125,62702.8671875,62281.19140625,62685.5234375,561446912.0,BTC-USD
BTC-USD,2024-09-19 12:00:00+00:00,62669.34375,63189.984375,62642.58203125,62924.41015625,2023940096.0,BTC-USD
BTC-USD,2024-09-19 13:00:00+00:00,62929.56640625,63301.07421875,62738.375,63033.53515625,764641280.0,BTC-USD
BTC-USD,2024-09-19 14:00:00+00:00,63027.0390625,63509.4375,62932.7265625,62952.72265625,1197559808.0,BTC-USD
BTC-USD,2024-09-19 15:00:00+00:00,62943.01171875,63356.37890625,62900.5390625,63177.40625,487673856.0,BTC-USD
BTC-USD,2024-09-19 16:00:00+00:00,63166.44140625,63652.625,63008.953125,63540.38671875,784650240.0,BTC-USD
BTC-USD,2024-09-19 17:00:00+00:00,63568.36328125,63854.0234375,63345.62109375,63768.5703125,696782848.0,BTC-USD
BTC-USD,2024-09-19 18:00:00+00:00,63735.59375,63778.3671875,63530.6796875,63615.94140625,0.0,BTC-USD
BTC-USD,2024-09-19 19:00:00+00:00,63653.40625,63653.40625,63246.98828125,63283.08984375,0.0,BTC-USD
BTC-USD,2024-09-19 20:00:00+00:00,63292.31640625,63292.31640625,63064.92578125,63064.92578125,0.0,BTC-USD
BTC-USD,2024-09-19 21:00:00+00:00,63045.16015625,63114.734375,62931.640625,62943.8515625,0.0,BTC-USD
BTC-USD,2024-09-19 22:00:00+00:00,62928.8046875,63046.859375,62670.171875,62984.765625,498032640.0,BTC-USD
BTC-USD,2024-09-19 23:00:00+00:00,62961.125,63067.296875,62917.94921875,62928.7890625,0.0,BTC-USD
BTC-USD,2024-09-20 00:00:00+00:00,62958.390625,63020.19921875,62721.1484375,62800.24609375,0.0,BTC-USD
BTC-USD,2024-09-20 01:00:00+00:00,62773.2578125,63139.859375,62636.74609375,63006.79296875,0.0,BTC-USD
BTC-USD,2024-09-20 02:00:00+00:00,63045.73828125,63108.0546875,62827.015625,63099.8046875,0.0,BTC-USD
BTC-USD,2024-09-20 03:00:00+00:00,63123.07421875,63644.1640625,63092.57421875,63607.8828125,460214272.0,BTC-USD
BTC-USD,2024-09-20 04:00:00+00:00,63751.57421875,64059.8828125,63751.57421875,63837.421875,2171752448.0,BTC-USD
BTC-USD,2024-09-20 05:00:00+00:00,63841.77734375,63995.05859375,63652.98046875,63767.95703125,694661120.0,BTC-USD
BTC-USD,2024-09-20 06:00:00+00:00,63796.6796875,63884.40625,63669.50390625,63792.81640625,378191872.0,BTC-USD
BTC-USD,2024-09-20 07:00:00+00:00,63794.80859375,63794.80859375,63428.46875,63549.46484375,309227520.0,BTC-USD
BTC-USD,2024-09-20 08:00:00+00:00,63536.1015625,63536.1015625,63152.46484375,63315.234375,437116928.0,BTC-USD
BTC-USD,2024-09-20 09:00:00+00:00,63313.28515625,63540.81640625,63284.9609375,63470.48046875,0.0,BTC-USD
BTC-USD,2024-09-20 10:00:00+00:00,63480.46484375,63662.203125,63393.03515625,63647.5390625,0.0,BTC-USD
BTC-USD,2024-09-20 11:00:00+00:00,63661.91796875,63694.28515625,63372.83984375,63439.390625,63979520.0,BTC-USD
BTC-USD,2024-09-20 12:00:00+00:00,63444.3515625,63511.99609375,63359.453125,63402.75390625,0.0,BTC-USD
BTC-USD,2024-09-20 13:00:00+00:00,63427.3125,63427.3125,62705.98046875,62849.16796875,0.0,BTC-USD
BTC-USD,2024-09-20 14:00:00+00:00,62829.48046875,63511.9296875,62586.25,63057.3359375,0.0,BTC-USD
BTC-USD,2024-09-20 15:00:00+00:00,63039.36328125,63338.20703125,62774.85546875,63204.3828125,221728768.0,BTC-USD
BTC-USD,2024-09-20 16:00:00+00:00,63148.5703125,63260.6171875,62824.97265625,62938.046875,0.0,BTC-USD
BTC-USD,2024-09-20 17:00:00+00:00,62890.29296875,62970.8515625,62651.16015625,62695.21484375,0.0,BTC-USD
BTC-USD,2024-09-20 18:00:00+00:00,62697.84375,62915.5859375,62388.29296875,62915.5859375,0.0,BTC-USD
BTC-USD,2024-09-20 19:00:00+00:00,62867.640625,63024.0078125,62822.484375,62952.44140625,0.0,BTC-USD
BTC-USD,2024-09-20 20:00:00+00:00,62823.80078125,62936.46875,62733.79296875,62837.63671875,0.0,BTC-USD
BTC-USD,2024-09-20 21:00:00+00:00,62827.171875,63285.91796875,62827.171875,63135.0078125,179388416.0,BTC-USD
BTC-USD,2024-09-20 22:00:00+00:00,63129.72265625,63276.875,63129.72265625,63191.05859375,0.0,BTC-USD
BTC-USD,2024-09-20 23:00:00+00:00,63185.5859375,63198.40234375,63084.99609375,63163.23046875,0.0,BTC-USD
BTC-USD,2024-09-21 00:00:00+00:00,63199.53515625,63293.9765625,63053.8359375,63209.6171875,0.0,BTC-USD
BTC-USD,2024-09-21 01:00:00+00:00,63195.99609375,63197.296875,62869.046875,62869.046875,0.0,BTC-USD
BTC-USD,2024-09-21 02:00:00+00:00,62857.42578125,62993.5546875,62846.53125,62922.703125,0.0,BTC-USD
BTC-USD,2024-09-21 03:00:00+00:00,62924.55859375,63001.25390625,62890.34765625,62890.34765625,0.0,BTC-USD
BTC-USD,2024-09-21 04:00:00+00:00,62895.04296875,62936.609375,62836.453125,62864.5625,0.0,BTC-USD
BTC-USD,2024-09-21 05:00:00+00:00,62862.12109375,62946.01953125,62784.71875,62912.12890625,0.0,BTC-USD
BTC-USD,2024-09-21 06:00:00+00:00,62921.60546875,63089.02734375,62894.57421875,63004.58203125,0.0,BTC-USD
BTC-USD,2024-09-21 07:00:00+00:00,63007.890625,63135.2890625,62984.48828125,63099.625,0.0,BTC-USD
BTC-USD,2024-09-21 08:00:00+00:00,63093.9609375,63126.484375,63015.3046875,63039.9609375,0.0,BTC-USD
BTC-USD,2024-09-21 09:00:00+00:00,63041.20703125,63147.47265625,63032.25390625,63126.0234375,0.0,BTC-USD
BTC-USD,2024-09-21 10:00:00+00:00,63123.55078125,63123.55078125,62978.30859375,62978.30859375,0.0,BTC-USD
BTC-USD,2024-09-21 11:00:00+00:00,62991.08984375,63110.50390625,62983.8515625,63103.76171875,0.0,BTC-USD
BTC-USD,2024-09-21 12:00:00+00:00,63097.55078125,63156.2265625,63066.8203125,63156.2265625,0.0,BTC-USD
BTC-USD,2024-09-21 13:00:00+00:00,63157.93359375,63216.62109375,63064.890625,63188.04296875,0.0,BTC-USD
BTC-USD,2024-09-21 14:00:00+00:00,63194.8828125,63276.328125,63157.72265625,63271.80859375,0.0,BTC-USD
BTC-USD,2024-09-21 15:00:00+00:00,63300.1171875,63300.1171875,63092.7265625,63204.09765625,0.0,BTC-USD
BTC-USD,2024-09-21 16:00:00+00:00,63208.37890625,63264.7578125,63131.375,63220.546875,0.0,BTC-USD
BTC-USD,2024-09-21 17:00:00+00:00,63224.05078125,63409.953125,63224.05078125,63287.47265625,0.0,BTC-USD
BTC-USD,2024-09-21 18:00:00+00:00,63298.234375,63315.8359375,63259.95703125,63277.265625,0.0,BTC-USD
BTC-USD,2024-09-21 19:00:00+00:00,63284.7734375,63344.98828125,63207.55078125,63207.55078125,0.0,BTC-USD
BTC-USD,2024-09-21 20:00:00+00:00,63245.06640625,63252.91796875,63162.9921875,63162.9921875,0.0,BTC-USD
BTC-USD,2024-09-21 21:00:00+00:00,63166.92578125,63176.31640625,63076.01953125,63098.05859375,0.0,BTC-USD
BTC-USD,2024-09-21 22:00:00+00:00,63109.8359375,63248.9375,63094.43359375,63248.9375,0.0,BTC-USD
BTC-USD,2024-09-21 23:00:00+00:00,63235.2734375,63538.93359375,63190.625,63389.6328125,402752512.0,BTC-USD
BTC-USD,2024-09-22 00:00:00+00:00,63420.4453125,63452.08203125,63138.9375,63239.86328125,0.0,BTC-USD
BTC-USD,2024-09-22 01:00:00+00:00,63241.47265625,63285.7421875,63061.76171875,63061.76171875,0.0,BTC-USD
BTC-USD,2024-09-22 02:00:00+00:00,63058.97265625,63103.0078125,62853.45703125,62964.22265625,241376256.0,BTC-USD
BTC-USD,2024-09-22 03:00:00+00:00,62968.05859375,63210.3046875,62949.16015625,63126.2578125,267490304.0,BTC-USD
BTC-USD,2024-09-22 04:00:00+00:00,63131.00390625,63197.015625,63094.5625,63117.28515625,0.0,BTC-USD
BTC-USD,2024-09-22 05:00:00+00:00,63107.1328125,63107.1328125,62934.69921875,62948.484375,0.0,BTC-USD
BTC-USD,2024-09-22 06:00:00+00:00,62956.6953125,63037.49609375,62862.484375,62892.68359375,11994112.0,BTC-USD
BTC-USD,2024-09-22 07:00:00+00:00,62892.171875,62988.16015625,62892.171875,62956.15625,0.0,BTC-USD
BTC-USD,2024-09-22 08:00:00+00:00,62939.81640625,63030.98046875,62931.27734375,63030.98046875,0.0,BTC-USD
BTC-USD,2024-09-22 09:00:00+00:00,63041.03515625,63041.03515625,62704.296875,62763.5078125,383874048.0,BTC-USD
BTC-USD,2024-09-22 10:00:00+00:00,62735.71484375,62803.44921875,62617.171875,62676.3671875,277055488.0,BTC-USD
BTC-USD,2024-09-22 11:00:00+00:00,62672.24609375,62859.98828125,62598.16796875,62827.8046875,250688512.0,BTC-USD
BTC-USD,2024-09-22 12:00:00+00:00,62815.484375,62924.2734375,62756.73046875,62795.57421875,172137472.0,BTC-USD
BTC-USD,2024-09-22 13:00:00+00:00,62798.25,62845.06640625,62622.29296875,62629.88671875,113781760.0,BTC-USD
BTC-USD,2024-09-22 14:00:00+00:00,62616.515625,62689.16796875,62508.12109375,62648.1171875,323179520.0,BTC-USD
BTC-USD,2024-09-22 15:00:00+00:00,62673.79296875,62808.5078125,62596.32421875,62702.0234375,0.0,BTC-USD
BTC-USD,2024-09-22 16:00:00+00:00,62676.03515625,62839.125,62496.03515625,62817.5390625,72550400.0,BTC-USD
BTC-USD,2024-09-22 17:00:00+00:00,62816.49609375,63145.1484375,62816.38671875,63101.6640625,186129408.0,BTC-USD
BTC-USD,2024-09-22 18:00:00+00:00,63091.1796875,63091.1796875,62879.16796875,63022.98046875,239892480.0,BTC-USD
BTC-USD,2024-09-22 19:00:00+00:00,62974.546875,63225.96875,62851.85546875,63178.171875,157991936.0,BTC-USD
BTC-USD,2024-09-22 20:00:00+00:00,63203.5,63327.55078125,63131.23828125,63179.12890625,552176640.0,BTC-USD
BTC-USD,2024-09-22 21:00:00+00:00,63201.43359375,63318.39453125,62836.5234375,62836.5234375,317442048.0,BTC-USD
BTC-USD,2024-09-22 22:00:00+00:00,62825.37890625,63983.56640625,62445.515625,63964.015625,2430971904.0,BTC-USD
BTC-USD,2024-09-22 23:00:00+00:00,63900.5859375,63937.6953125,63481.1953125,63652.66015625,641630208.0,BTC-USD
BTC-USD,2024-09-23 00:00:00+00:00,63614.1796875,63719.31640625,62630.015625,63635.72265625,1398429696.0,BTC-USD
BTC-USD,2024-09-23 01:00:00+00:00,63572.4140625,63940.984375,63572.4140625,63811.1796875,1171965952.0,BTC-USD
BTC-USD,2024-09-23 02:00:00+00:00,63853.875,63968.8203125,63720.96875,63968.8203125,200562688.0,BTC-USD
BTC-USD,2024-09-23 03:00:00+00:00,63935.953125,64733.55859375,63935.953125,64349.203125,2368630784.0,BTC-USD
BTC-USD,2024-09-23 04:00:00+00:00,64370.69140625,64451.96484375,63845.9140625,63931.734375,1094656000.0,BTC-USD
BTC-USD,2024-09-23 05:00:00+00:00,63931.4140625,63936.76171875,63692.6015625,63743.08203125,384598016.0,BTC-USD
BTC-USD,2024-09-23 06:00:00+00:00,63751.45703125,63762.00390625,63593.0390625,63657.8984375,464269312.0,BTC-USD
BTC-USD,2024-09-23 07:00:00+00:00,63660.3046875,63660.3046875,63429.9453125,63550.58984375,724318208.0,BTC-USD
BTC-USD,2024-09-23 08:00:00+00:00,63554.44140625,63608.65234375,63334.24609375,63498.6953125,620566528.0,BTC-USD
BTC-USD,2024-09-23 09:00:00+00:00,63513.44140625,63686.5703125,63497.390625,63630.03515625,96116736.0,BTC-USD
BTC-USD,2024-09-23 10:00:00+00:00,63641.7890625,63647.14453125,63425.34765625,63501.83203125,183576576.0,BTC-USD
BTC-USD,2024-09-23 11:00:00+00:00,63492.9921875,63510.51171875,63404.58984375,63407.48828125,97662976.0,BTC-USD
BTC-USD,2024-09-23 12:00:00+00:00,63424.5390625,63509.89453125,63251.6796875,63330.55078125,469118976.0,BTC-USD
BTC-USD,2024-09-23 13:00:00+00:00,63319.32421875,63375.515625,63106.3671875,63183.52734375,910469120.0,BTC-USD
BTC-USD,2024-09-23 14:00:00+00:00,63174.90234375,63739.953125,63174.90234375,63398.52734375,1460963328.0,BTC-USD
BTC-USD,2024-09-23 15:00:00+00:00,63397.75390625,63762.85546875,63133.55078125,63651.41015625,922972160.0,BTC-USD
BTC-USD,2024-09-23 16:00:00+00:00,63617.53515625,63790.18359375,63216.8671875,63252.2578125,847857664.0,BTC-USD
BTC-USD,2024-09-23 17:00:00+00:00,63261.60546875,63330.0625,63128.59765625,63315.2578125,114835456.0,BTC-USD
BTC-USD,2024-09-23 18:00:00+00:00,63317.50390625,63547.91796875,63304.30078125,63466.71875,244080640.0,BTC-USD
BTC-USD,2024-09-23 19:00:00+00:00,63458.66796875,63479.10546875,63281.14453125,63281.14453125,315992064.0,BTC-USD
BTC-USD,2024-09-23 20:00:00+00:00,63303.59375,63421.71484375,63285.15234375,63348.65625,0.0,BTC-USD
BTC-USD,2024-09-23 21:00:00+00:00,63325.5546875,63460.9765625,63122.078125,63342.09375,203386880.0,BTC-USD
BTC-USD,2024-09-23 22:00:00+00:00,63382.59765625,63382.59765625,63221.55078125,63237.6015625,0.0,BTC-USD
BTC-USD,2024-09-23 23:00:00+00:00,63233.27734375,63404.046875,63222.3671875,63316.78515625,0.0,BTC-USD
BTC-USD,2024-09-24 00:00:00+00:00,63328.78125,63394.4609375,62867.109375,62966.46484375,461006848.0,BTC-USD
BTC-USD,2024-09-24 01:00:00+00:00,62925.3359375,63234.484375,62832.6875,62980.2890625,0.0,BTC-USD
BTC-USD,2024-09-24 02:00:00+00:00,62970.40625,63131.7734375,62740.75390625,63098.9375,165466112.0,BTC-USD
BTC-USD,2024-09-24 03:00:00+00:00,63115.8359375,63168.82421875,62986.3515625,63114.89453125,0.0,BTC-USD
BTC-USD,2024-09-24 04:00:00+00:00,63118.89453125,63127.7109375,62933.04296875,63050.5546875,0.0,BTC-USD
BTC-USD,2024-09-24 05:00:00+00:00,63059.02734375,63213.90625,63059.02734375,63211.44140625,0.0,BTC-USD
BTC-USD,2024-09-24 06:00:00+00:00,63209.56640625,63385.421875,63209.56640625,63294.76953125,0.0,BTC-USD
BTC-USD,2024-09-24 07:00:00+00:00,63297.79296875,63559.84765625,63297.79296875,63548.3359375,0.0,BTC-USD
BTC-USD,2024-09-24 08:00:00+00:00,63552.16015625,63914.6328125,63545.5546875,63914.6328125,195866624.0,BTC-USD
BTC-USD,2024-09-24 09:00:00+00:00,63900.96875,63900.96875,63504.87109375,63525.3828125,61626368.0,BTC-USD
BTC-USD,2024-09-24 10:00:00+00:00,63525.484375,63694.70703125,63506.58203125,63562.41796875,0.0,BTC-USD
BTC-USD,2024-09-24 11:00:00+00:00,63546.0625,63599.23046875,63395.70703125,63466.83984375,29544448.0,BTC-USD
BTC-USD,2024-09-24 12:00:00+00:00,63468.2734375,63652.08203125,63426.7421875,63438.6484375,0.0,BTC-USD
BTC-USD,2024-09-24 13:00:00+00:00,63448.96484375,63762.5625,63426.984375,63626.65625,0.0,BTC-USD
BTC-USD,2024-09-24 14:00:00+00:00,63524.08984375,63524.08984375,62773.484375,63195.6796875,723415040.0,BTC-USD
BTC-USD,2024-09-24 15:00:00+00:00,63208.54296875,63332.12109375,63005.3125,63191.19140625,0.0,BTC-USD
BTC-USD,2024-09-24 16:00:00+00:00,63173.06640625,63323.63671875,63120.75390625,63313.8828125,0.0,BTC-USD
BTC-USD,2024-09-24 17:00:00+00:00,63265.69921875,63975.03125,63265.69921875,63813.24609375,795416576.0,BTC-USD
BTC-USD,2024-09-24 18:00:00+00:00,63793.8046875,63842.7109375,63579.25390625,63744.48828125,509663232.0,BTC-USD
BTC-USD,2024-09-24 19:00:00+00:00,63726.07421875,64287.421875,63691.84375,64284.71875,506492928.0,BTC-USD
BTC-USD,2024-09-24 20:00:00+00:00,64316.328125,64513.61328125,64105.828125,64222.69921875,1366951936.0,BTC-USD
BTC-USD,2024-09-24 21:00:00+00:00,64218.55859375,64293.17578125,63994.4453125,64036.76171875,0.0,BTC-USD
BTC-USD,2024-09-24 22:00:00+00:00,64031.66015625,64629.11328125,64031.66015625,64629.11328125,645808128.0,BTC-USD
BTC-USD,2024-09-24 23:00:00+00:00,64611.0859375,64611.0859375,64270.015625,64317.44140625,227442688.0,BTC-USD
BTC-USD,2024-09-25 00:00:00+00:00,64269.984375,64422.484375,64082.10546875,64143.390625,0.0,BTC-USD
BTC-USD,2024-09-25 01:00:00+00:00,64134.56640625,64772.03125,64122.1484375,64440.62890625,339017728.0,BTC-USD
BTC-USD,2024-09-25 02:00:00+00:00,64401.62109375,64552.859375,64302.6171875,64432.27734375,0.0,BTC-USD
BTC-USD,2024-09-25 03:00:00+00:00,64425.9453125,64448.8203125,64235.80078125,64448.8203125,0.0,BTC-USD
